Yanni Gourde\gourdya01,TBL,C,10,20,1,2,5,5,1,110,20,78
Michael Grabner\grabnmi01,ARI,RW,8,3,0,1,0,0,0,61,12,21
Markus Granlund\granlma01,EDM,C,3,1,0,0,1,0,0,26,18,15
Mikael Granlund\granlmi01,NSH,C,17,13,4,1,4,2,0,130,55,42
Derek Grant\grantde01,TOT,C,15,10,2,3,5,0,2,94,25,54
Derek Grant\grantde01,ANA,C,14,6,2,3,4,0,1,81,20,44
Derek Grant\grantde01,PHI,C,1,4,0,0,1,0,1,13,5,10
Tyler Graovac\graovty01,VAN,C,2,0,2,0,0,0,0,5,3,6
Kevin Gravel\graveke01,TOR,D,0,0,0,0,0,0,0,2,3,2
Ryan Graves\gravery01,COL,D,9,17,0,0,0,0,2,134,150,112
Mike Green\greenmi03,TOT,D,3,8,1,0,1,3,0,76,66,61
Mike Green\greenmi03,DET,D,3,8,1,0,1,3,0,74,63,58
Mike Green\greenmi03,EDM,D,0,0,0,0,0,0,0,2,3,3
Andy Greene\greenan01,TOT,D,2,12,0,0,0,1,2,60,155,30
Andy Greene\greenan01,NJD,D,2,9,0,0,0,0,2,49,136,27
Andy Greene\greenan01,NYI,D,0,3,0,0,0,1,0,11,19,3
Jordan Greenway\greenjo02,MIN,LW,8,20,0,0,1,3,0,93,44,95
Noah Gregor\gregono01,SJS,C,3,2,1,0,0,1,0,33,6,50
Rocco Grimaldi\grimaro01,NSH,C,10,21,0,0,1,0,0,122,14,23
Jordan Gross\grossjo01,ARI,D,0,1,0,0,0,0,0,3,1,0
Carl Grundstrom\grundca01,LAK,RW,0,4,0,0,0,0,0,16,4,29
Matt Grzelcyk\grzelma01,BOS,D,4,17,1,0,1,6,1,112,67,56
Radko Gudas\gudasra01,WSH,D,2,13,0,0,1,0,0,90,75,164
Erik Gudbranson\gudbrer01,TOT,D,4,5,0,0,0,0,1,78,58,89
Erik Gudbranson\gudbrer01,ANA,D,4,5,0,0,0,0,1,76,56,76
Erik Gudbranson\gudbrer01,PIT,D,0,0,0,0,0,0,0,2,2,13
Jake Guentzel\guentja01,PIT,C,20,23,6,0,4,4,0,127,19,46
Brendan Guhle\guhlebr01,ANA,D,4,4,0,0,1,0,0,39,43,21
Carl Gunnarsson\gunnaca01,STL,D,2,5,0,0,0,0,1,31,51,27
Denis Gurianov\guriade01,DAL,RW,20,9,7,0,4,5,0,132,18,63
Nikita Gusev\gusevni01,NJD,LW,13,31,5,0,2,10,0,158,7,12
David Gustafsson\gustada01,WPG,C,1,0,0,0,1,0,0,4,6,5
Erik Gustafsson\gustaer02,TOT,D,6,23,2,0,0,7,0,103,58,86
Erik Gustafsson\gustaer02,CHI,D,6,20,2,0,0,6,0,98,54,81
Erik Gustafsson\gustaer02,CGY,D,0,3,0,0,0,1,0,5,4,5
Gaetan Haas\haasga01,EDM,F,5,5,0,0,0,1,0,54,28,58
Brandon Hagel\hagelbr01,CHI,LW,0,0,0,0,0,0,0,4,1,1
Carl Hagelin\hagelca01,WSH,LW,8,17,0,1,2,0,2,107,19,24
Robert Hagg\haggro01,PHI,D,3,10,1,0,0,0,0,38,79,136
Nicolas Hague\hagueni01,VEG,D,1,10,1,0,0,3,0,54,26,69
Ron Hainsey\hainsro01,OTT,D,1,11,0,0,1,0,3,43,102,51
Libor Hajek\hajekli01,NYR,D,0,5,0,0,0,0,0,23,44,24
Jani Hakanpaa\hakanja01,ANA,D,1,0,0,0,0,0,0,4,7,15
Micheal Haley\haleymi01,NYR,C,1,0,0,0,0,0,0,9,6,36
Taylor Hall\hallta02,TOT,LW,16,36,4,0,1,14,0,232,29,47
Taylor Hall\hallta02,ARI,LW,10,17,2,0,1,4,0,123,20,22
Taylor Hall\hallta02,NJD,LW,6,19,2,0,0,10,0,109,9,25
Dan Hamhuis\hamhuda01,NSH,D,0,8,0,0,0,0,0,44,53,64
Dougie Hamilton\hamildo01,CAR,D,14,26,2,0,3,10,1,170,63,52
Travis Hamonic\hamontr01,CGY,D,3,9,0,0,0,0,0,83,110,39
Noah Hanifin\hanifno01,CGY,D,5,17,1,0,0,4,0,132,89,82
Joel Hanley\hanlejo01,DAL,D,0,2,0,0,0,0,0,4,8,3
Jansen Harkins\harkija01,WPG,C,2,5,0,0,0,0,0,29,10,8
Scott Harrington\harrisc01,CBJ,D,1,7,0,0,0,0,0,37,48,46
Ryan Hartman\hartmry01,MIN,RW,9,11,1,0,1,0,0,114,54,44
Garnet Hathaway\hathaga01,WSH,RW,9,7,0,0,1,0,1,80,46,189
Erik Haula\haulaer01,TOT,LW,12,12,4,0,2,4,0,92,15,27
Erik Haula\haulaer01,CAR,LW,12,10,4,0,2,4,0,78,11,18
Erik Haula\haulaer01,FLA,LW,0,2,0,0,0,0,0,14,4,9
Jayce Hawryluk\hawryja01,TOT,C,3,7,0,0,0,0,0,26,9,65
Jayce Hawryluk\hawryja01,FLA,C,1,2,0,0,0,0,0,10,6,32
Jayce Hawryluk\hawryja01,OTT,C,2,5,0,0,0,0,0,16,3,33
John Hayden\haydejo01,NJD,C,3,1,0,0,1,0,0,39,27,87
Kevin Hayes\hayeske01,PHI,RW,23,18,4,4,5,3,0,175,22,88
Barrett Hayton\haytoba01,ARI,C,1,3,0,0,1,0,0,27,3,14
Victor Hedman\hedmavi01,TBL,D,11,44,4,0,3,18,0,155,98,73
Tim Heed\heedti01,SJS,D,1,4,0,0,0,1,0,44,30,16
Danton Heinen\heineda01,TOT,C,10,16,3,0,2,3,0,109,34,35
Danton Heinen\heineda01,BOS,C,7,15,3,0,2,3,0,90,32,33
Danton Heinen\heineda01,ANA,C,3,1,0,0,0,0,0,19,2,2
Ville Heinola\heinovi01,WPG,D,1,4,0,0,0,1,0,10,5,3
Miro Heiskanen\heiskmi01,DAL,D,8,27,0,0,0,7,0,163,84,40
Darren Helm\helmda01,DET,C,9,7,0,1,0,0,1,102,26,88
Adam Henrique\henriad01,ANA,C,26,17,5,0,1,4,0,169,32,75
Tomas Hertl\hertlto01,SJS,C,16,20,2,2,1,5,0,117,25,29
Joe Hicketts\hickejo01,DET,D,0,2,0,0,0,0,0,6,13,14
Matthew Highmore\highmma01,CHI,LW,2,4,0,0,0,0,0,35,9,38
Vinnie Hinostroza\hinosvi01,ARI,C,5,17,0,0,0,1,1,132,26,51
Roope Hintz\hintzro01,DAL,LW,19,14,3,2,5,11,0,120,28,73
Taro Hirose\hirosta01,DET,LW,2,5,0,0,0,5,0,21,16,13
Nico Hischier\hischni01,NJD,C,14,22,2,1,1,8,1,123,37,48
Niklas Hjalmarsson\hjalmni01,ARI,D,1,4,0,0,0,0,1,18,45,20
Mike Hoffman\hoffmmi02,FLA,C,29,30,11,0,3,10,0,214,22,33
Nick Holden\holdeni01,VEG,D,6,8,1,0,0,0,1,101,74,129
Justin Holl\hollju01,TOR,D,2,16,0,0,0,0,0,89,83,89
Korbinian Holzer\holzeko01,TOT,D,1,3,0,0,0,0,1,39,96,97
Korbinian Holzer\holzeko01,ANA,D,1,3,0,0,0,0,1,35,85,90
Korbinian Holzer\holzeko01,NSH,D,0,0,0,0,0,0,0,4,11,7
Patric Hornqvist\hornqpa01,PIT,RW,17,15,3,0,2,4,0,168,41,107
Bo Horvat\horvabo01,VAN,C,22,31,12,0,2,4,0,178,66,55
Brett Howden\howdebr01,NYR,C,9,10,1,0,2,1,2,64,67,69
Filip Hronek\hronefi01,DET,D,9,22,1,0,0,9,0,125,74,105
Jonathan Huberdeau\huberjo01,FLA,LW,23,55,5,0,3,24,0,152,26,51
Charles Hudon\hudonch01,MTL,LW,1,1,0,0,1,0,0,22,2,25
Cameron Hughes\hugheca01,BOS,C,0,0,0,0,0,0,0,0,2,1
Jack Hughes\hugheja03,NJD,C,7,14,4,0,2,5,0,123,21,12
Quinn Hughes\hughequ01,VAN,D,8,45,3,0,2,22,0,126,46,7
Brad Hunt\huntbr01,MIN,D,8,11,3,0,0,7,0,106,39,12
Dryden Hunt\huntdr01,FLA,LW,0,4,0,0,0,0,0,33,7,37
Ben Hutton\huttobe01,LAK,D,4,12,0,0,1,0,0,114,76,51
Zach Hyman\hymanza01,TOR,C,21,16,3,1,1,3,0,106,23,52
Alex Iafallo\iafalal01,LAK,C,17,26,6,0,3,3,0,142,47,49
Matt Irwin\irwinma01,TOT,D,0,3,0,0,0,0,0,58,54,80
Matt Irwin\irwinma01,NSH,D,0,2,0,0,0,0,0,40,30,53
Matt Irwin\irwinma01,ANA,D,0,1,0,0,0,0,0,18,24,27
Joshua Jacobs\jacobjo01,NJD,D,0,0,0,0,0,0,0,3,4,3
Mark Jankowski\jankoma01,CGY,C,5,2,0,0,0,0,0,38,33,14
Mattias Janmark\janmama02,DAL,C,6,15,1,1,0,4,1,86,37,22
Calle Jarnkrok\jarnkca01,NSH,C,15,19,2,2,1,7,0,136,27,28
Christian Jaros\jarosch01,OTT,D,0,3,0,0,0,0,1,5,12,14
Boone Jenner\jennebo01,CBJ,C,11,13,2,0,1,2,1,179,80,109
Nick Jensen\jenseni02,WSH,D,0,8,0,0,0,1,0,61,71,59
Ryan Johansen\johanry01,NSH,C,14,22,3,1,2,6,0,101,34,39
Marcus Johansson\johanma03,BUF,C,9,21,1,0,1,5,0,87,22,39
Stephen Johns\johnsst03,DAL,D,2,3,0,0,0,0,0,30,20,50
Adam Johnson\johnsad01,PIT,C,1,1,0,0,0,0,0,5,3,4
Erik Johnson\johnser01,COL,D,3,13,0,0,1,0,0,99,115,97
Jack Johnson\johnsja02,PIT,D,3,8,0,1,0,0,0,63,97,183
Luke Johnson\johnslu01,MIN,C,0,0,0,0,0,0,0,1,0,6
Tyler Johnson\johnsty01,TBL,C,14,17,1,0,2,6,0,113,22,62
Andreas Johnsson\johnsan01,TOR,LW,8,13,4,0,1,1,0,78,21,43
Ross Johnston\johnsro02,NYI,LW,3,1,0,0,0,0,0,16,14,93
Henri Jokiharju\jokihhe01,BUF,D,4,11,1,0,0,1,0,78,63,74
Caleb Jones\jonesca01,EDM,D,4,5,0,0,1,1,0,38,46,33
Max Jones\jonesma03,ANA,LW,8,4,0,1,0,1,0,102,18,82
Seth Jones\jonesse01,CBJ,D,6,24,2,0,0,7,1,126,123,62
Mathieu Joseph\josepma01,TBL,RW,4,3,0,0,0,0,1,35,10,47
Roman Josi\josiro01,NSH,D,16,49,4,0,1,19,0,260,108,52
Tyson Jost\jostty01,COL,C,8,15,1,0,0,4,0,115,18,58
Tomas Jurco\jurcoto01,EDM,RW,0,2,0,0,0,0,0,7,3,4
Nazem Kadri\kadrina01,COL,C,19,17,4,0,1,7,0,133,9,61
Dominik Kahun\kahundo01,TOT,C,12,19,1,0,2,1,0,87,22,5
Dominik Kahun\kahundo01,PIT,C,10,17,1,0,2,1,0,79,20,5
Dominik Kahun\kahundo01,BUF,C,2,2,0,0,0,0,0,8,2,0
Kaapo Kakko\kakkoka01,NYR,RW,10,13,2,0,3,11,0,109,11,20
Vladislav Kamenev\kamenvl01,COL,LW,1,7,0,0,1,2,0,32,16,34
David Kampf\kampfda01,CHI,C,8,8,0,1,2,0,0,90,26,52
Steven Kampfer\kampfst01,BOS,D,0,2,0,0,0,2,0,13,8,15
Evander Kane\kaneev01,SJS,LW,26,21,14,2,6,4,0,216,25,135
Patrick Kane\kanepa01,CHI,RW,33,51,8,0,2,15,0,275,19,24
Kasperi Kapanen\kapanka01,TOR,RW,13,23,0,2,2,3,0,121,17,73
Erik Karlsson\karlser01,SJS,D,6,34,1,1,0,12,0,120,74,26
Melker Karlsson\karlsme01,SJS,C,6,6,0,0,0,0,0,56,39,38
William Karlsson\karlswi01,VEG,C,15,31,2,2,1,6,3,138,38,40
David Kase\kaseda01,PHI,RW,1,0,0,0,1,0,0,5,1,4
Ondrej Kase\kaseon01,TOT,RW,7,17,0,1,0,2,0,144,17,13
Ondrej Kase\kaseon01,ANA,RW,7,16,0,1,0,2,0,135,13,9
Ondrej Kase\kaseon01,BOS,RW,0,1,0,0,0,0,0,9,4,4
Zack Kassian\kassiza01,EDM,RW,15,19,0,0,1,0,0,99,8,157
Martin Kaut\kautma01,COL,RW,2,1,1,0,0,0,0,13,0,9
Duncan Keith\keithdu01,CHI,D,3,24,2,0,0,9,0,111,117,26
Clayton Keller\kellecl01,ARI,C,17,27,2,0,2,13,0,184,13,20
Joel Kellman\kellmjo01,SJS,F,3,4,0,0,1,0,1,31,18,28
Adrian Kempe\kempead01,LAK,LW,11,21,2,2,2,8,2,148,17,71
Michal Kempny\kempnmi01,WSH,D,3,15,0,0,0,0,0,73,72,42
Alexander Kerfoot\kerfoal01,TOR,C,9,19,1,0,1,2,0,88,41,48
Phil Kessel\kesseph01,ARI,RW,14,24,9,0,2,8,0,153,20,11
Jujhar Khaira\khairju01,EDM,LW,6,4,0,0,1,0,0,69,30,136
Alex Killorn\killoal01,TBL,C,26,23,8,0,7,5,0,130,15,59
Joel Kiviranta\kivirjo01,DAL,F,1,0,0,0,0,0,0,13,3,17
Oscar Klefbom\klefbos01,EDM,D,5,29,2,0,0,16,0,159,180,45
John Klingberg\klingjo01,DAL,D,6,26,2,0,0,15,0,120,72,29
Nikolai Knyzhov\knyzhni01,SJS,D,0,0,0,0,0,0,0,0,4,4
Slater Koekkoek\koekksl01,CHI,D,1,9,0,0,1,0,0,47,58,64
Mikko Koivu\koivumi01,MIN,C,4,17,1,0,0,6,1,74,33,25
Otto Koivula\koivuot01,NYI,LW,0,0,0,0,0,0,0,4,4,12
Keegan Kolesar\koleske01,VEG,RW,0,0,0,0,0,0,0,1,0,2
Leo Komarov\komarle01,NYI,C,4,10,0,0,1,0,1,46,29,123
Travis Konecny\konectr01,PHI,C,24,37,5,0,3,18,0,141,30,63
Anze Kopitar\kopitan01,LAK,C,21,41,7,1,5,14,0,135,56,49
Egor Korshkov\korsheg01,TOR,F,1,0,0,0,0,0,0,1,0,1
Klim Kostin\kostikl01,STL,C; LW,1,0,0,0,0,0,0,5,0,6
Jesperi Kotkaniemi\kotkaje01,MTL,C,6,2,1,0,0,1,0,55,16,51
Ilya Kovalchuk\kovalil01,TOT,LW,10,16,2,0,3,3,0,115,23,52
Ilya Kovalchuk\kovalil01,MTL,LW,6,7,1,0,3,1,0,62,11,28
Ilya Kovalchuk\kovalil01,LAK,LW,3,6,1,0,0,2,0,35,9,12
Ilya Kovalchuk\kovalil01,WSH,LW,1,3,0,0,0,0,0,18,3,12
Chris Kreider\kreidch01,NYR,LW,24,21,9,0,5,4,0,156,42,116
David Krejci\krejcda01,BOS,C,13,30,3,0,3,11,0,83,32,37
Torey Krug\krugto01,BOS,D,9,40,2,0,4,26,0,144,48,36
Dominik KubalÌ_k\kubaldo01,CHI,LW,30,16,4,0,3,4,0,157,17,79
Nikita Kucherov\kucheni01,TBL,RW,33,52,4,0,6,21,0,210,19,37
Karson Kuhlman\kuhlmka01,BOS,C,1,5,1,0,0,0,0,45,8,36
Tom Kuhnhackl\kuhnhto01,NYI,RW,3,3,0,0,1,0,1,28,22,31
Dean Kukan\kukande01,CBJ,D,1,4,1,0,0,0,0,51,28,24
Brett Kulak\kulakbr01,MTL,D,0,7,0,0,0,0,0,101,50,59
Dmitry Kulikov\kulikdm01,WPG,D,2,8,0,0,1,0,0,54,77,104
Luke Kunin\kuninlu01,MIN,C,15,16,0,1,1,2,0,128,54,64
Janne Kuokkanen\kuokkja01,NJD,C,0,0,0,0,0,0,0,0,0,3
Sean Kuraly\kuralse01,BOS,C,6,17,0,0,0,1,1,95,31,145
Evgeny Kuznetsov\kuzneev01,WSH,C,19,33,6,0,0,6,0,129,16,35
Oliver Kylington\kylinol01,CGY,D,2,5,0,0,0,0,0,37,34,36
Jordan Kyrou\kyroujo01,STL,C,4,5,0,0,0,1,0,39,8,8
Joel L'Esperance\lespejo01,DAL,RW,1,0,0,0,0,0,0,2,1,1
Kevin Labanc\labanke01,SJS,RW,14,19,3,0,3,6,0,176,24,46
Andrew Ladd\laddan01,NYI,LW,1,0,0,0,0,0,0,5,0,23
Paul Ladue\laduepa01,LAK,D,0,1,0,0,0,0,0,2,3,2
Sam Lafferty\laffesa01,PIT,C,6,7,0,0,1,0,0,56,17,95
William Lagesson\lageswi01,EDM,D,0,0,0,0,0,0,0,8,12,4
Patrik Laine\lainepa01,WPG,RW,28,35,8,0,1,8,0,226,35,97
Maxime Lajoie\lajoima01,OTT,D,0,0,0,0,0,0,0,3,3,2
Gabriel Landeskog\landega01,COL,LW,21,23,6,0,4,9,0,145,35,86
Dylan Larkin\larkidy01,DET,C,19,34,5,0,0,9,0,223,45,52
Adam Larsson\larssad01,EDM,D,1,5,0,0,0,0,0,61,82,112
Jacob Larsson\larssja01,ANA,D,2,9,0,0,0,0,0,58,57,34
Johan Larsson\larssjo02,BUF,LW,6,12,0,0,0,0,0,60,31,85
Brian Lashoff\lashobr01,DET,D,0,1,0,0,0,0,0,6,7,16
Scott Laughton\laughsc01,PHI,C,13,14,0,0,2,0,0,74,26,109
Jeremy Lauzon\lauzoje01,BOS,D,1,1,0,0,0,0,0,20,23,32
Curtis Lazar\lazarcu01,BUF,C,5,5,0,0,0,0,1,33,24,70
Nick Leddy\leddyni01,NYI,D,3,18,1,0,0,3,0,72,72,62
Anders Lee\leean01,NYI,C,20,23,2,0,6,5,0,195,50,102
Artturi Lehkonen\lehkoar01,MTL,LW,13,14,0,1,1,0,0,140,38,120
Brendan Leipsic\leipsbr01,WSH,LW,3,8,0,0,1,1,0,49,20,57
Josh Leivo\leivojo01,VAN,LW,7,12,0,0,0,5,0,69,8,17
Brendan Lemieux\lemiebr01,NYR,LW,6,12,2,1,0,3,1,86,52,164
Otto Leskinen\leskiot01,MTL,D,0,0,0,0,0,0,0,2,1,13
Kris Letang\letankr01,PIT,D,15,29,6,0,2,9,0,177,91,101
Mark Letestu\letesma01,WPG,C,0,0,0,0,0,0,0,5,5,3
Maxim Letunov\letunma01,SJS,C,1,0,0,0,0,0,0,3,1,0
Tyler Lewington\lewinty01,WSH,D,0,0,0,0,0,0,0,2,7,13
Trevor Lewis\lewistr01,LAK,C,6,6,0,0,1,0,0,92,22,68
Jakob Lilja\liljaja01,CBJ,F,2,3,0,0,0,0,0,23,25,18
Timothy Liljegren\liljeti01,TOR,D,0,1,0,0,0,0,0,2,10,8
Oskar Lindblom\lindbos01,PHI,LW,11,7,3,0,0,1,0,72,16,31
Esa Lindell\lindees01,DAL,D,3,20,1,0,2,6,3,98,127,89
Ryan Lindgren\lindgry01,NYR,D,1,13,0,0,0,0,0,47,70,94
Anton Lindholm\lindhan01,COL,D,0,1,0,0,0,0,0,1,5,5
Elias Lindholm\lindhel01,CGY,C,29,25,8,0,7,11,0,169,41,93
Hampus Lindholm\lindhha01,ANA,D,2,20,1,0,1,7,2,109,71,34
Par Lindholm\lindhpa01,BOS,C,3,3,0,0,1,0,0,35,26,23
Gustav Lindstrom\lindsgu01,DET,D,0,1,0,0,0,1,0,9,15,19
Bryan Little\littlbr01,WPG,RW,2,3,0,0,1,0,0,13,3,3
Blake Lizotte\lizotbl01,LAK,C,6,17,2,2,0,1,1,87,22,42
Adam Lowry\lowryad01,WPG,LW,4,6,0,1,1,0,1,68,22,137
Milan Lucic\lucicmi01,CGY,LW,8,12,5,0,1,3,0,83,20,198
Matt Luff\luffma01,LAK,RW,1,4,0,0,0,0,0,25,5,16
Isac Lundestrom\lundeis01,ANA,C,0,4,0,0,0,1,0,10,8,5
Eetu Luostarinen\luostee01,CAR,C,0,1,0,0,0,0,0,9,2,9
Joona Luoto\luotojo01,WPG,F,0,0,0,0,0,0,0,9,8,10
Ilya Lyubushkin\lyubuil01,ARI,D,0,4,0,0,0,0,0,41,53,151
Olli Maatta\maattol01,CHI,D,4,13,0,0,0,0,2,80,110,119
Kurtis MacDermid\macdeku01,LAK,D,3,5,0,0,0,0,1,51,43,95
Mackenzie MacEachern\maceama01,STL,LW,7,3,0,0,2,0,0,63,13,82
Zack MacEwen\macewza01,VAN,C,5,1,0,0,0,0,0,17,5,41
Ryan MacInnis\macinry01,CBJ,C,0,1,0,0,0,0,0,13,3,8
Nathan MacKinnon\mackina01,COL,C,35,58,12,0,4,19,0,318,31,51
Josh Mahura\mahurjo01,ANA,D,1,3,0,0,0,0,0,11,11,2
Cale Makar\makarca01,COL,D,12,38,4,0,4,15,0,121,47,45
Beck Malenstyn\malenbe01,WSH,LW,0,0,0,0,0,0,0,4,1,5
Denis Malgin\malgide01,TOT,C,4,8,1,0,0,0,1,50,16,35
Denis Malgin\malgide01,FLA,C,4,8,1,0,0,0,1,47,13,26
Denis Malgin\malgide01,TOR,C,0,0,0,0,0,0,0,3,3,9
Evgeni Malkin\malkiev01,PIT,C,25,49,7,0,5,17,0,171,22,38
Andrew Mangiapane\mangian01,CGY,LW,17,15,0,0,2,1,0,109,25,73
Brandon Manning\mannibr01,EDM,D,1,0,0,0,0,0,0,8,6,10
Josh Manson\mansojo01,ANA,D,1,8,0,0,0,0,1,64,65,113
Anthony Mantha\manthan01,DET,RW,16,22,6,0,3,3,0,137,25,49
Brad Marchand\marchbr03,BOS,LW,28,59,5,1,5,23,2,185,19,55
Jonathan Marchessault\audymjo01,VEG,C,22,25,6,0,3,6,0,235,12,99
Mason Marchment\marchma01,TOR,F,0,1,0,0,0,0,0,3,0,3
Martin Marincin\marinma01,TOR,D,1,3,0,0,1,0,0,28,43,22
John Marino\marinjo01,PIT,D,6,20,1,0,0,3,0,61,77,72
Patrick Marleau\marlepa01,TOT,C,11,11,1,0,3,0,0,117,24,57
Patrick Marleau\marlepa01,SJS,C,10,10,1,0,3,0,0,101,22,48
Patrick Marleau\marlepa01,PIT,C,1,1,0,0,0,0,0,16,2,9
Mitch Marner\marnemi01,TOR,RW,16,51,6,0,2,18,1,154,37,24
Pat Maroon\maroopa01,TBL,LW,9,14,1,0,1,2,0,80,13,104
Matt Martin\martima02,NYI,LW,5,3,0,0,2,0,0,49,24,242
Alec Martinez\martial01,TOT,D,3,13,0,0,0,4,0,75,117,43
Alec Martinez\martial01,LAK,D,1,7,0,0,0,2,0,59,85,32
Alec Martinez\martial01,VEG,D,2,6,0,0,0,2,0,16,32,11
Jordan Martinook\martijo01,CAR,LW,2,11,0,0,1,0,2,44,23,72
Mike Matheson\mathemi01,FLA,D,8,12,1,0,1,1,0,104,53,44
Stefan Matteau\mattest02,CBJ,LW,2,1,0,0,0,0,0,18,10,27
Auston Matthews\matthau01,TOR,C,47,33,12,0,5,13,0,290,60,40
Scott Mayfield\mayfisc01,NYI,D,5,8,0,0,1,0,2,98,117,93
Gerald Mayhew\mayhege01,MIN,F,2,0,0,0,0,0,0,16,6,11
Charlie McAvoy\mcavoch01,BOS,D,5,27,1,0,1,1,1,101,131,131
Jake McCabe\mccabja01,BUF,D,3,10,0,1,1,0,0,75,90,91
Jared McCann\mccanja01,PIT,C,14,21,2,0,4,4,0,150,27,89
Connor McDavid\mcdavco01,EDM,C,34,63,11,0,6,32,0,212,18,37
Ryan McDonagh\mcdonry01,TBL,D,1,11,0,0,0,0,1,50,101,36
Brock McGinn\mcginbr01,CAR,LW,7,10,0,2,1,0,0,93,28,80
Dylan McIlrath\mcilrdy01,DET,D,0,0,0,0,0,0,0,14,12,48
Greg McKegg\mckeggr01,NYR,C,5,4,0,1,0,0,1,40,24,69
Michael McLeod\mcleomi01,NJD,C,0,2,0,0,0,0,0,11,6,19
Brayden McNabb\mcnabbr01,VEG,D,2,7,0,1,0,0,0,73,133,201
Jayson Megna\megnaja01,COL,C,0,0,0,0,0,0,0,4,5,10
Timo Meier\meierti01,SJS,RW,22,27,2,0,2,7,0,199,38,155
Brennan Menell\menelbr01,MIN,D,0,0,0,0,0,0,0,4,4,2
Nicholas Merkley\merklni01,NJD,RW,1,1,0,0,0,0,0,8,2,9
Dakota Mermis\mermida01,NJD,D,1,3,0,0,0,0,0,17,21,20
Jonathon Merrill\merrijo01,VEG,D,2,5,0,0,0,0,1,37,71,51
Victor Mete\metevi01,MTL,D,4,7,0,0,1,1,0,57,60,20
Jacob Middleton\middlja01,SJS,D,0,2,0,0,0,0,0,9,5,18
Ilya Mikheyev\mikheil01,TOR,F,8,15,0,1,1,0,0,98,13,26
Niko Mikkola\mikkoni01,STL,D,0,1,0,0,0,0,0,10,3,5
Sonny Milano\milanso01,TOT,LW,7,16,1,0,2,2,0,75,13,26
Sonny Milano\milanso01,CBJ,LW,5,13,0,0,1,1,0,64,9,25
Sonny Milano\milanso01,ANA,LW,2,3,1,0,1,1,0,11,4,1
Colin Miller\milleco02,BUF,D,1,10,0,0,1,3,0,79,40,87
J.T. Miller\millejt01,VAN,C,27,45,9,0,3,16,2,165,38,123
Casey Mittelstadt\mitteca01,BUF,C,4,5,1,0,1,1,0,34,8,11
Sean Monahan\monahse01,CGY,C,22,26,8,0,5,8,0,166,22,65
Brandon Montour\montobr01,BUF,D,5,13,0,0,0,2,0,86,53,60
John Moore\moorejo01,BOS,D,2,1,0,0,0,0,0,33,27,36
Trevor Moore\mooretr01,TOT,LW,6,4,0,0,0,0,1,60,17,60
Trevor Moore\mooretr01,TOR,LW,3,2,0,0,0,0,1,41,12,53
Trevor Moore\mooretr01,LAK,LW,3,2,0,0,0,0,0,19,5,7
Samuel Morin\morinsa01,PHI,D,0,0,0,0,0,0,0,0,0,2
Josh Morrissey\morrijo04,WPG,D,5,26,1,0,0,11,0,120,59,34
Tyler Motte\mottety01,VAN,C,4,4,0,0,0,0,0,38,37,118
Mirco Mueller\muellmi01,NJD,D,2,5,0,0,0,1,0,29,91,63
Connor Murphy\murphco02,CHI,D,5,14,0,0,0,0,1,117,138,128
Ryan Murray\murrary01,CBJ,D,2,7,0,0,0,2,0,32,50,12
Jake Muzzin\muzzija01,TOR,D,6,17,0,0,1,0,1,99,110,109
Philippe Myers\myersph01,PHI,D,4,12,0,0,0,0,0,78,44,80
Tyler Myers\myersty01,VAN,D,6,15,1,1,1,6,0,134,108,99
Vladislav Namestnikov\namesvl01,TOT,C,17,14,2,4,2,2,2,98,47,108
Vladislav Namestnikov\namesvl01,OTT,C,13,12,1,4,2,2,2,85,39,93
Vladislav Namestnikov\namesvl01,COL,C,4,2,1,0,0,0,0,10,6,14
Vladislav Namestnikov\namesvl01,NYR,C,0,0,0,0,0,0,0,3,2,1
Riley Nash\nashri02,CBJ,C,5,9,0,1,1,0,0,64,36,68
James Neal\nealja01,EDM,LW,19,12,12,0,2,5,0,112,17,88
Martin Necas\necasma01,CAR,C,16,20,5,0,3,4,0,88,19,65
Brock Nelson\nelsobr01,NYI,C,26,28,4,0,5,3,0,175,44,49
Patrik Nemeth\nemetpa01,DET,D,1,8,0,0,1,0,1,89,92,80
Aaron Ness\nessaa01,ARI,D,0,1,0,0,0,0,0,11,20,17
Valeri Nichushkin\nichuva01,COL,RW,13,14,1,1,3,0,0,113,22,84
Nino Niederreiter\niedeni01,CAR,RW,11,18,4,0,2,7,0,115,19,52
Frans Nielsen\nielsfr01,DET,C,4,5,0,1,0,2,1,86,35,44
Matthew Nieto\nietoma01,COL,LW,8,13,0,2,3,0,0,85,23,37
Boo Nieves\nievecr01,NYR,C,0,0,0,0,0,0,0,2,2,3
Sami Niku\nikusa01,WPG,D,0,5,0,0,0,0,0,27,19,16
Matt Niskanen\niskama01,PHI,D,8,25,4,1,0,9,0,126,84,124
Stefan Noesen\noesest01,TOT,RW,7,2,1,0,2,0,0,67,17,74
Stefan Noesen\noesest01,SJS,RW,6,2,1,0,2,0,0,59,16,64
Stefan Noesen\noesest01,PIT,RW,1,0,0,0,0,0,0,8,1,10
Joakim Nordstrom\nordsjo02,BOS,C,4,3,0,0,0,0,0,49,31,91
Joshua Norris\norrijo01,OTT,C,0,0,0,0,0,0,0,9,2,3
Tomas Nosek\nosekto01,VEG,C,8,7,0,1,1,0,0,93,38,91
