129,Michael Grabner\grabnmi01,32,ARI,RW,1,1,0,1,1,0,0,0,1,1,0,0,0,2,50.0,9,9:12,0,0,0,0,
130,Mikael Granlund\granlmi01,27,NSH,C,1,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,18,18:23,3,2,0,2,0.0
131,Derek Grant\grantde01,29,PHI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,12,11:57,0,0,8,3,72.7
132,Ryan Graves\gravery01,24,COL,D,1,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,20,19:34,2,4,0,0,
133,Jordan Greenway\greenjo02,22,MIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,16:00,0,0,1,0,100.0
134,Rocco Grimaldi\grimaro01,26,NSH,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,10,9:54,0,0,0,0,
135,Matt Grzelcyk\grzelma01,26,BOS,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,17,17:03,1,1,0,0,
136,Jake Guentzel\guentja01,25,PIT,C,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,27,26:42,0,1,0,0,
137,Carl Gunnarsson\gunnaca01,33,STL,D,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,15,15:03,1,2,0,0,
138,Erik Gustafsson\gustaer02,27,CGY,D,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,19,19:09,0,1,0,0,
139,Robert Hagg\haggro01,24,PHI,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,16,16:17,1,3,0,0,
140,Taylor Hall\hallta02,28,ARI,LW,1,0,2,2,1,0,0,0,0,0,2,0,0,3,0.0,18,17:56,0,2,0,0,
141,Noah Hanifin\hanifno01,23,CGY,D,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,17,16:32,0,1,0,0,
142,Ryan Hartman\hartmry01,25,MIN,RW,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,13,13:20,1,3,1,0,100.0
143,Erik Haula\haulaer01,28,FLA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,18:09,0,2,3,7,30.0
144,Kevin Hayes\hayeske01,27,PHI,RW,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,17,17:27,1,1,7,9,43.8
145,Barrett Hayton\haytoba01,19,ARI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,8,8:07,0,0,3,2,60.0
146,Matthew Highmore\highmma01,23,CHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,11:08,1,2,0,0,
